OTU	barcode01	barcode02	barcode13	barcode14	barcode25	barcode26	barcode37	barcode38	barcode49	barcode50	barcode61	barcode62	barcode73	barcode74	barcode85	barcode86	Kingdom	Phylum	Class	Order	Family	Genus	Species
FLASV6978.1445	1	2	3	0	0	0	0	0	1	0	1	1	3	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__midas_g_120	 s__midas_s_584
FLASV69780.1359	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Ca_Accumulibacter	 s__midas_s_3472
FLASV69784.1331	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Sarcina	 s__midas_s_5087
FLASV69786.1344	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Butyrivibrio	 s__Butyrivibrio_crossotus
FLASV69788.1366	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Xanthomonas_citri_pv._mangiferaeindicae	 s__midas_s_69788
FLASV6979.1455	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Eubacteriales	 f__Eubacteriaceae	 g__midas_g_6703	 s__midas_s_6703
FLASV69794.1351	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_8259
FLASV69797.1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__KD3-93	 g__midas_g_3846	 s__midas_s_63586
FLASV69799.1284	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__midas_g_436	 s__midas_s_34269
FLASV698.1438	0	18	0	15	0	11	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Ca_Epiflobacter	 s__midas_s_698
FLASV69800.1346	0	5	0	2	0	1	0	2	1	2	0	1	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Hungateiclostridiaceae	 g__Saccharofermentans	 s__midas_s_7444
FLASV69801.1352	1	2	0	0	1	0	0	3	0	0	0	0	3	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Ruminococcus_gnavus_group	 s__Ruminococcus_gnavus
FLASV69803.1337	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Corynebacteriaceae	 g__Corynebacterium	 s__midas_s_69803
FLASV6981.1442	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Proteiniclasticum	 s__midas_s_2123
FLASV69810.1442	0	0	0	0	0	0	66	0	84	0	1	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Holosporales	 f__Holosporaceae	 g__midas_g_33569	 s__midas_s_33569
FLASV69813.1339	7	0	4	5	4	2	2	0	1	2	1	0	9	0	1	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Propioniciclava	 s__midas_s_8411
FLASV6982.1460	11	8	7	1	11	1	3	8	1	15	4	4	9	0	5	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Sulfuritalea	 s__midas_s_6500
FLASV69822.1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Roseomonas	 s__Roseomonas_terrae
FLASV69826.1367	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__midas_o_26	 f__midas_f_116	 g__midas_g_5424	 s__midas_s_5424
FLASV69827.1324	2	1	2	3	3	3	4	1	1	0	2	0	4	4	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Intestinibacter	 s__Intestinibacter_bartlettii
FLASV6983.1404	3	0	3	2	3	0	0	4	0	8	4	3	16	0	8	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__Anaerolinea	 s__midas_s_3123
FLASV69832.1353	1	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__midas_s_5550
FLASV69833.1315	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__midas_o_3053	 f__midas_f_3053	 g__midas_g_28249	 s__midas_s_69833
FLASV69835.1346	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	 s__midas_s_69835
FLASV69837.1377	0	19	0	7	0	5	0	7	0	7	0	1	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Negativicutes	 o__Acidaminococcales	 f__Acidaminococcaceae	 g__midas_g_3711	 s__midas_s_7622
FLASV69838.1323	14	3	9	4	8	8	18	0	6	0	1	0	6	0	3	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__Ca_Defluviifilum	 s__midas_s_706
FLASV6984.1392	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_67	 g__midas_g_6984	 s__midas_s_6984
FLASV69840.1376	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__midas_f_2390	 g__midas_g_52772	 s__midas_s_62347
FLASV69842.1352	1	0	0	0	1	2	0	0	0	2	1	0	3	0	3	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Coprococcus	 s__Coprococcus_comes
FLASV69844.1351	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_43794
FLASV69845.1324	101	13	80	16	85	10	28	22	5	21	27	9	55	0	40	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_5463	 s__midas_s_69845
FLASV69850.1395	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__RF39	 f__midas_f_31399	 g__midas_g_31399	 s__midas_s_31399
FLASV69851.1346	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__midas_s_696
FLASV69852.1350	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhizobacter	 s__midas_s_1594
FLASV69854.1354	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Undibacterium	 s__Undibacterium_parvum
FLASV69858.1360	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Limnohabitans	 s__midas_s_782
FLASV6986.1421	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Thiothrix	 s__midas_s_6986
FLASV69865.1323	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Paracaedibacterales	 f__Paracaedibacteraceae	 g__Ca_Paracaedibacter	 s__midas_s_15825
FLASV6987.1443	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_351	 s__midas_s_1962
FLASV69871.1351	2	0	1	0	1	1	1	2	0	1	2	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_37432
FLASV69873.1324	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__midas_s_34
FLASV69874.1304	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_67	 g__midas_g_5034	 s__midas_s_16147
FLASV69877.1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Bosea	 s__midas_s_5625
FLASV69880.1307	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__midas_g_1919	 s__midas_s_37773
FLASV69882.1287	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Rubellimicrobium	 s__midas_s_69882
FLASV69886.1303	1	0	0	0	0	0	0	1	0	0	1	1	3	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	 s__midas_s_57276
FLASV6989.1462	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobium	 s__midas_s_526
FLASV69893.1374	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	k__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Bradymonadales	 f__midas_f_3949	 g__midas_g_3949	 s__midas_s_3949
FLASV69896.1343	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__midas_o_5	 f__midas_f_5	 g__midas_g_399	 s__midas_s_14419
FLASV69899.1377	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Negativicutes	 o__Acidaminococcales	 f__Acidaminococcaceae	 g__Acidaminococcus	 s__midas_s_4163
FLASV6990.1384	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Amaricoccus	 s__midas_s_6990
FLASV69901.1353	5	3	3	1	1	3	3	3	1	3	3	0	4	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Dorea	 s__Dorea_longicatena
FLASV69904.1377	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Negativicutes	 o__Acidaminococcales	 f__Acidaminococcaceae	 g__midas_g_3711	 s__midas_s_3711
FLASV69906.1350	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Oscillospiraceae	 g__UCG-002	 s__midas_s_39260
FLASV6991.1425	2	1	0	2	0	0	0	0	0	0	2	0	4	1	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__midas_s_34
FLASV69913.1332	1	0	0	0	1	1	0	0	0	6	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Faecalibacterium	 s__Faecalibacterium_prausnitzii
FLASV69916.1309	5	0	8	0	6	0	0	0	1	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__midas_f_2010	 g__midas_g_3943	 s__midas_s_3943
FLASV69917.1310	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Phormidiaceae	 g__Tychonema_CCAP_1459-11B	 s__Tychonema_bourrellyi
FLASV69918.1339	0	1	2	1	3	2	0	0	0	1	4	1	2	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Coprococcus	 s__midas_s_8585
FLASV69919.1353	4	0	3	5	3	2	3	1	2	2	2	3	1	0	5	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1838	 s__midas_s_1838
FLASV6992.1385	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Paracoccus	 s__midas_s_6992
FLASV69921.1356	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__Rhodoferax_saidenbachensis
FLASV69922.1367	24	0	32	2	21	1	0	4	0	11	0	3	9	0	6	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__midas_o_26	 f__midas_f_116	 g__midas_g_5424	 s__midas_s_5424
FLASV69925.1353	3	2	4	0	1	2	4	3	2	5	2	3	5	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Dorea	 s__Dorea_longicatena
FLASV69926.1359	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Thauera	 s__Thauera_humireducens
FLASV69929.1354	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__FTLpost3	 g__midas_g_27565	 s__midas_s_27565
FLASV6993.1435	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__Clostridium_perfringens
FLASV69933.1353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__midas_g_1061	 s__midas_s_4141
FLASV69934.1322	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__Ca_Brachytrichaceae	 g__midas_g_3647	 s__midas_s_8248
FLASV6994.1447	0	2	1	1	1	0	0	0	0	1	0	0	2	1	0	1	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Cutibacterium	 s__midas_s_6640
FLASV69940.1282	4	8	0	8	1	2	1	2	1	7	3	1	3	2	3	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Paracoccus	 s__midas_s_33334
FLASV69943.1346	3	0	0	2	0	2	0	0	0	0	3	0	1	0	1	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Solobacterium	 s__midas_s_38855
FLASV69946.1351	3	1	5	1	1	0	3	4	0	1	1	2	2	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Fusicatenibacter	 s__Fusicatenibacter_saccharivorans
FLASV69947.1324	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__Romboutsia_ilealis
FLASV6995.1450	3	6	0	5	0	0	3	1	0	6	0	2	0	2	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Tannerellaceae	 g__Macellibacteroides	 s__midas_s_3798
FLASV69950.1377	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Lactococcus	 s__Lactococcus_raffinolactis
FLASV69955.1303	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	 s__midas_s_877
FLASV69957.1344	2	3	0	2	0	3	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia_UCG-014	 f__midas_f_4482	 g__midas_g_4482	 s__midas_s_4482
FLASV69958.1333	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__midas_s_29718
FLASV6996.1468	17	1	23	0	25	2	2	1	4	1	1	1	0	0	3	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__midas_o_26	 f__midas_f_116	 g__midas_g_5424	 s__midas_s_5424
FLASV69961.1322	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__Leptolinea	 s__midas_s_56263
FLASV69963.1376	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__midas_s_26717
FLASV6997.1455	36	2	33	5	31	1	0	0	0	6	14	0	5	0	19	0	k__Bacteria	 p__Bacteroidota	 c__Ignavibacteria	 o__Ignavibacteriales	 f__Melioribacteraceae	 g__IheB3-7	 s__midas_s_1841
FLASV69974.1324	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_8459	 s__midas_s_46257
FLASV69976.1313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_728	 g__midas_g_12432	 s__midas_s_48878
FLASV69977.1373	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__midas_f_3092	 g__midas_g_55708	 s__midas_s_55708
FLASV6998.1425	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_2138	 s__midas_s_4521
FLASV69980.1354	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Acidovorax	 s__midas_s_1484
FLASV69986.1308	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Tistrellales	 f__Geminicoccaceae	 g__midas_g_5706	 s__midas_s_8151
FLASV69987.1348	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Anaerovoracaceae	 g__Anaerovorax	 s__midas_s_1809
FLASV69988.1321	0	1	1	20	0	18	0	1	1	2	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__midas_g_31181	 s__midas_s_31181
FLASV6999.1426	1	0	1	1	1	1	0	0	1	0	2	1	1	2	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__midas_s_5918
FLASV69990.1324	9	0	1	0	12	0	0	0	0	0	3	0	6	0	0	0	k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__midas_s_69990
FLASV69991.1282	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Brevundimonas	 s__midas_s_22823
FLASV69999.1328	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Cyanobacteria	 c__Sericytochromatia	 o__midas_o_1421	 f__midas_f_1572	 g__midas_g_1572	 s__midas_s_18677
FLASV70.1458	47	4	50	17	36	17	40	17	36	33	2	11	18	4	9	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Run-SP154	 f__midas_f_27	 g__midas_g_70	 s__midas_s_70
FLASV700.1481	12	11	9	12	5	19	14	28	4	53	9	16	17	1	11	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Carnobacteriaceae	 g__Trichococcus	 s__midas_s_4
FLASV7000.1434	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_2160
FLASV70003.1328	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	k__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Vampirovibrionales	 f__Vampirovibrionaceae	 g__midas_g_41022	 s__midas_s_41022
FLASV70007.1347	5	51	2	17	2	6	1	0	0	0	45	0	66	0	3	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Proteocatella	 s__midas_s_2874
FLASV70009.1354	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Hydrogenophaga	 s__Hydrogenophaga_taeniospiralis
FLASV7001.1454	13	1	14	2	9	0	0	0	0	0	9	0	11	225	5	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__Flexilinea	 s__midas_s_7001
FLASV7002.1449	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Ferruginibacter	 s__midas_s_7002
FLASV70021.1354	2	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Eubacterium_eligens_group	 s__Eubacterium_eligens
FLASV70027.1348	0	9	0	1	0	1	1	0	0	0	2	1	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Anaerovoracaceae	 g__Anaerovorax	 s__midas_s_5652
FLASV70032.1342	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_10896
FLASV70033.1354	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__midas_g_843	 s__midas_s_1433
FLASV70037.1344	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_11634
FLASV7004.1459	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__midas_g_1716	 s__midas_s_1716
FLASV70040.1359	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Phaeodactylibacter	 s__midas_s_70040
FLASV70041.1326	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_1965	 s__midas_s_1965
FLASV70044.1351	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Eubacterium_hallii_group	 s__Eubacterium_hallii
FLASV70047.1374	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__midas_f_4611	 g__midas_g_55604	 s__midas_s_70047
FLASV70048.1358	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Limnohabitans	 s__midas_s_782
FLASV7005.1443	11	2	7	4	9	3	9	4	2	4	3	0	12	3	3	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Propioniciclava	 s__midas_s_115
FLASV70051.1396	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Limosilactobacillus	 s__Lactobacillus_reuteri
