OTU	barcode01	barcode02	barcode13	barcode14	barcode25	barcode26	barcode37	barcode38	barcode49	barcode50	barcode61	barcode62	barcode73	barcode74	barcode85	barcode86	Kingdom	Phylum	Class	Order	Family	Genus	Species
FLASV70052.1344	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_13840
FLASV70054.1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_1083	 s__midas_s_1083
FLASV70055.1355	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Frisingicoccus	 s__midas_s_61739
FLASV70056.1331	8	25	10	5	18	6	3	20	2	30	0	7	5	0	4	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__Ca_Villigracilis	 s__Ca_Villigracilis_propinquus
FLASV70057.1400	5	1	11	0	2	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_4774	 g__midas_g_12817	 s__midas_s_21946
FLASV7006.1475	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__DS-100	 f__midas_f_502	 g__midas_g_502	 s__midas_s_502
FLASV70064.1359	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Azonexus	 s__midas_s_5653
FLASV70067.1360	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Paludibacteraceae	 g__Paludibacter	 s__midas_s_31387
FLASV7007.1457	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__midas_c_4	 o__DTU014	 f__midas_f_148	 g__midas_g_515	 s__midas_s_1315
FLASV70070.1343	2	0	0	4	0	0	0	1	0	0	1	1	0	1	1	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Nocardiaceae	 g__Gordonia	 s__midas_s_70070
FLASV70071.1336	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	 s__midas_s_70071
FLASV70072.1293	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Ca_Peribacteria	 f__midas_f_6329	 g__midas_g_32852	 s__midas_s_70072
FLASV70074.1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Paeniclostridium	 s__midas_s_37284
FLASV70075.1355	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_46920
FLASV70077.1331	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__midas_s_70077
FLASV7008.1450	2	6	2	2	2	1	16	2	0	1	0	2	2	0	3	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_3144	 s__midas_s_4059
FLASV70081.1346	1	1	1	0	1	0	0	0	0	2	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__midas_s_60012
FLASV70083.1351	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_40306
FLASV70093.1366	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__67-14	 g__midas_g_52	 s__midas_s_52
FLASV70095.1339	0	6	0	0	0	0	0	2	0	3	0	2	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__Persicitalea	 s__midas_s_5975
FLASV70098.1335	0	1	1	0	2	1	0	1	0	0	1	0	0	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Subdoligranulum	 s__Gemmiger_formicilis
FLASV70099.1337	0	4	0	0	0	0	0	5	0	5	0	4	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__Runella	 s__Runella_slithyformis
FLASV701.1437	49	56	39	54	19	67	22	32	10	55	10	10	33	20	21	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Propioniciclava	 s__midas_s_701
FLASV7010.1407	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__midas_g_534	 s__midas_s_3903
FLASV70100.1427	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadaceae	 g__TM7a	 s__midas_s_61282
FLASV70101.1339	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_4774	 g__midas_g_70101	 s__midas_s_70101
FLASV70103.1354	1	1	1	0	2	0	0	0	0	1	1	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Anaerostipes	 s__Anaerostipes_hadrus
FLASV70104.1352	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Duganella	 s__midas_s_62953
FLASV70105.1344	3	3	2	1	4	2	0	1	0	1	2	0	4	1	3	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Microbacterium	 s__midas_s_61331
FLASV70108.1335	1	3	0	3	0	1	0	1	0	1	0	0	4	0	3	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Nakamurellaceae	 g__Nakamurella	 s__midas_s_70108
FLASV7011.1462	1	0	1	0	1	0	0	0	1	0	2	0	6	0	3	0	k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__midas_s_4382
FLASV70110.1314	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Defluviicoccales	 f__Defluviicoccaceae	 g__Defluviicoccus	 s__midas_s_70110
FLASV70119.1353	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__midas_g_29279	 s__midas_s_70119
FLASV7012.1438	0	0	0	1	0	0	1	2	0	4	0	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prolixibacteraceae	 g__midas_g_422	 s__midas_s_742
FLASV70123.1333	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_9	 s__midas_s_42781
FLASV70127.1360	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Alloprevotella	 s__midas_s_70127
FLASV7013.1459	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Limnohabitans	 s__midas_s_180
FLASV70137.1326	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Vampirovibrionales	 f__midas_f_19238	 g__midas_g_59470	 s__midas_s_59470
FLASV70140.1359	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__midas_s_45413
FLASV7015.1497	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	k__Bacteria	 p__Caldatribacteriota	 c__Caldatribacteriia	 o__Caldatribacteriales	 f__Caldatribacteriaceae	 g__Ca_Caldatribacterium	 s__midas_s_4106
FLASV70151.1324	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ca_Soleaferrea	 s__midas_s_57963
FLASV70156.1308	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__Flexifilaceae	 g__Ca_Flexifilum	 s__Ca_Flexifilum_breve
FLASV7016.1439	1	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Propioniciclava	 s__midas_s_3474
FLASV70169.1359	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_xylanisolvens
FLASV7017.1438	1	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__midas_s_64
FLASV70172.1335	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Subdoligranulum	 s__midas_s_36165
FLASV70173.1318	1	6	0	1	0	1	0	0	0	2	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__Ca_Brachytrichaceae	 g__midas_g_4001	 s__midas_s_4001
FLASV70174.1365	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__midas_g_29634	 s__midas_s_32637
FLASV70179.1303	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	 s__midas_s_70179
FLASV7018.1494	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__WCHB1-41	 f__midas_f_4575	 g__midas_g_7018	 s__midas_s_7018
FLASV70180.1365	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Sterolibacterium	 s__midas_s_2726
FLASV7019.1430	13	0	6	1	3	0	0	0	0	0	1	0	2	0	0	0	k__Bacteria	 p__Desulfobacterota	 c__midas_c_41	 o__midas_o_2276	 f__midas_f_5162	 g__midas_g_7019	 s__midas_s_7019
FLASV70190.1297	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__Ardenticatenaceae	 g__midas_g_3996	 s__midas_s_3996
FLASV70191.1308	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Bosea	 s__midas_s_70191
FLASV70192.1350	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Oscillospiraceae	 g__UCG-002	 s__midas_s_49158
FLASV70194.1345	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Cloacibacterium	 s__midas_s_2886
FLASV70195.1331	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__midas_s_70077
FLASV70196.1361	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Neisseriaceae	 g__Vitreoscilla	 s__midas_s_43708
FLASV70201.1358	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Paludibacteraceae	 g__Paludibacter	 s__midas_s_70201
FLASV70204.1359	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Zoogloea	 s__midas_s_70204
FLASV70206.1336	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__midas_g_1221	 s__midas_s_1302
FLASV7021.1434	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_2160
FLASV70219.1339	6	2	6	0	3	0	4	1	1	0	1	0	3	0	2	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__midas_g_2477	 s__midas_s_2477
FLASV7022.1443	11	5	5	9	7	5	1	1	0	2	0	0	6	0	1	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__midas_o_5	 f__midas_f_5	 g__midas_g_957	 s__midas_s_4600
FLASV70221.1353	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_salyersiae
FLASV70223.1382	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Negativicutes	 o__Veillonellales-Selenomonadales	 f__Selenomonadaceae	 g__Selenomonas	 s__Selenomonas_lacticifex
FLASV70225.1335	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__midas_f_16870	 g__midas_g_17478	 s__midas_s_69013
FLASV70229.1312	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Defluviicoccales	 f__Defluviicoccaceae	 g__Defluviicoccus	 s__midas_s_943
FLASV7023.1457	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Rhodanobacteraceae	 g__midas_g_2835	 s__midas_s_7023
FLASV70236.1355	0	1	0	0	1	0	0	0	0	5	0	0	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Acidovorax	 s__midas_s_8989
FLASV70238.1338	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__SM1A07	 f__midas_f_61012	 g__midas_g_61012	 s__midas_s_70238
FLASV7024.1440	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_2784	 g__midas_g_2784	 s__midas_s_2784
FLASV70243.1357	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Ferruginibacter	 s__midas_s_7002
FLASV70245.1359	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Azonexus	 s__midas_s_10958
FLASV70249.1342	35	0	25	24	12	15	1	8	0	19	1	3	7	0	3	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Intrasporangiaceae	 g__Tetrasphaera	 s__midas_s_1378
FLASV70250.1320	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	 s__midas_s_1182
FLASV70253.1352	1	0	3	0	2	1	0	1	0	4	0	1	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Lachnospiraceae_NK4A136_group	 s__midas_s_34293
FLASV70254.1286	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Rhodobacter	 s__midas_s_3327
FLASV70258.1362	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella_9	 s__Prevotella_copri
FLASV7026.1443	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Uliginosibacterium	 s__midas_s_53
FLASV70268.1340	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Coprococcus	 s__midas_s_43310
FLASV70269.1368	6	0	1	1	0	1	0	1	0	1	0	1	1	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia_UCG-014	 f__midas_f_4482	 g__midas_g_25603	 s__midas_s_25603
FLASV7027.1446	1	0	1	0	0	0	0	0	1	0	2	0	6	0	4	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Competibacterales	 f__Competibacteraceae	 g__Ca_Contendobacter	 s__midas_s_981
FLASV70270.1344	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__Flavobacterium_cheniae
FLASV70276.1350	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Oscillospiraceae	 g__UCG-002	 s__midas_s_50176
FLASV70277.1356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_785
FLASV70279.1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__Clostridium_perfringens
FLASV70281.1362	1	1	0	0	0	0	0	1	2	5	0	0	1	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella_9	 s__Prevotella_copri
FLASV70282.1353	4	1	9	1	3	0	1	1	0	0	5	0	2	0	10	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1409	 s__midas_s_1409
FLASV70285.1325	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__midas_s_3484
FLASV7029.1455	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	k__Bacteria	 p__Bacteroidota	 c__Ignavibacteria	 o__Ignavibacteriales	 f__midas_f_179	 g__midas_g_7029	 s__midas_s_7029
FLASV70293.1345	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Bergeyella	 s__midas_s_56652
FLASV70300.1351	0	0	0	0	0	0	1	1	0	2	2	2	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_42147
FLASV70302.1362	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella_9	 s__Prevotella_copri
FLASV70306.1350	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Alicycliphilus	 s__midas_s_70306
FLASV70309.1338	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__midas_f_16870	 g__midas_g_16870	 s__midas_s_16870
FLASV70312.1369	1	2	0	1	1	3	0	2	1	1	2	1	3	0	1	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__Streptococcus_parasanguinis
FLASV70313.1282	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Brevundimonas	 s__Brevundimonas_lenta
FLASV70315.1356	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_vadinHA17	 g__midas_g_3337	 s__midas_s_32470
FLASV70317.1362	1	4	1	1	0	2	2	0	0	5	0	0	1	0	3	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella_9	 s__Prevotella_copri
FLASV70319.1362	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella_9	 s__midas_s_51468
FLASV7032.1442	0	0	0	0	0	0	26	0	27	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_111	 s__midas_s_111
FLASV70323.1308	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	 s__midas_s_7069
FLASV70326.1355	3	1	3	1	0	0	0	1	0	0	0	0	1	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Ruminococcus_gauvreauii_group	 s__midas_s_7948
FLASV70328.1346	0	0	1	1	0	1	0	0	0	1	0	0	2	0	1	3	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Cutibacterium	 s__midas_s_6640
FLASV7033.1439	0	0	1	0	0	0	124	0	67	0	0	1	1	1	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Corynebacteriaceae	 g__Corynebacterium	 s__Corynebacterium_variabile
FLASV70330.1372	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Alistipes	 s__midas_s_34077
FLASV70331.1341	2	2	3	5	0	1	0	0	1	0	1	5	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_5170	 s__midas_s_5630
FLASV70338.1351	1	4	1	0	0	0	1	0	0	3	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_46967
FLASV70339.1357	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Tannerellaceae	 g__Macellibacteroides	 s__midas_s_5206
FLASV7034.1418	0	0	0	0	0	0	10	0	1	0	1	0	4	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__midas_o_1	 f__midas_f_813	 g__midas_g_7034	 s__midas_s_7034
FLASV70340.1328	0	2	1	2	1	1	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Coriobacteriia	 o__OPB41	 f__midas_f_3016	 g__midas_g_70340	 s__midas_s_70340
FLASV70341.1362	0	0	0	1	1	0	0	2	0	0	1	0	0	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella_9	 s__midas_s_55252
FLASV70343.1421	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	k__Bacteria	 p__Cloacimonadota	 c__Cloacimonadia	 o__Cloacimonadales	 f__Cloacimonadaceae	 g__Ca_Cloacimonas	 s__midas_s_87
FLASV70346.1344	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__Cytophaga_xylanolytica_group	 s__midas_s_50929
FLASV70348.1454	0	1	1	2	3	0	0	0	1	0	3	0	7	2	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Acetoanaerobium	 s__midas_s_40368
